# 汉语拼音辞典-词语 word
# https://github.com/mapull/chinese-dictionary/blob/main/word/word.json
#
# 词语	拼音

AA制	AA zhì
避孕	bì yùn
避孕套	bì yùn tào
避宅	bì zhái
避实击虚	bì shí jī xū
避实就虚	bì shí jiù xū
避宠	bì chǒng
避宫殿	bì gōng diàn
避害	bì hài
避害就利	bì hài jiù lì
避宼	bì kòu
避寂	bì jì
避寇	bì kòu
避寒	bì hán
避寒金	bì hán jīn
避寝	bì qǐn
避寝损膳	bì qǐn sǔn shàn
避寿	bì shòu
避尘	bì chén
避就	bì jiù
避居	bì jū
避岁	bì suì
避席	bì xí
避年	bì nián
避弃	bì qì
避弄	bì nòng
避弅	bì fèn
避弟	bì dì
避弹服	bì dàn fú
避强击弱	bì qiáng jī ruò
避强击惰	bì qiáng jī duò
避强打弱	bì qiáng dǎ ruò
避形	bì xíng
避影	bì yǐng
避影匿形	bì yǐng nì xíng
避影敛迹	bì yǐng liǎn jì
避役	bì yì
避徙	bì xǐ
避心	bì xīn
避忌	bì jì
避怕	bì pà
避怨	bì yuàn
避患	bì huàn
避慊	bì qiàn
避慎	bì shèn
避懒	bì lǎn
避所	bì suǒ
避护	bì hù
避招	bì zhāo
避捍	bì hàn
避放	bì fàng
避时	bì shí
避明	bì míng
避易	bì yì
避暑	bì shǔ
避暑山庄	bì shǔ shān zhuāng
避暑饮	bì shǔ yǐn
避暴	bì bào
避朝变服	bì cháo biàn fú
避朝损膳	bì cháo sǔn shàn
避权	bì quán
避李	bì lǐ
避李嫌瓜	bì lǐ xián guā
避株	bì zhū
避株鸟	bì zhū niǎo
避案	bì àn
避次	bì cì
避正堂	bì zhèng táng
避正寝	bì zhèng qǐn
避正殿	bì zhèng diàn
避殃	bì yāng
避殿	bì diàn
避殿减膳	bì diàn jiǎn shàn
避殿损膳	bì diàn sǔn shàn
避毁就誉	bì fuǐ jiù yù
避浄	bì jìng
避浅	bì qiǎn
避溺山隅	bì nì shān yú
避火浴血	bì huǒ yù xuè
避灶	bì zào
避灾	bì zāi
避炎	bì yán
避烦斗捷	bì fán dòu jié
避热	bì rè
避煞	bì shā
避猫鼠	bì māo shǔ
避瓜防李	bì guā fáng lǐ
避生	bì shēng
避瘟	bì wēn
避盈	bì yíng
避盖	bì gài
避眚	bì shěng
避眼	bì yǎn
避碍	bì ài
避祸	bì huò
避祸就福	bì huò jiù fú
避祸求福	bì huò qiú fù
避禄	bì lù
避禅	bì chán
避秦客	bì qín kè
避税	bì shuì
避稽	bì jī
避穽入坑	bì jǐng rù kēng
避第	bì dì
避繁就简	bì fán jiù jiǎn
避缩	bì suō
避罪	bì zuì
避羞	bì xiū
避者达	bì zhě dá
避而不谈	bì ér bù tán
避舍	bì shě
避色	bì sè
避节	bì jié
避花骢	bì huā cōng
避荒	bì huāng
避荣	bì róng
避藉陛	bì jí bì
避藏	bì cáng
避虏	bì lǔ
避蛊	bì gǔ
避衰	bì shuāi
避言	bì yán
避諠	bì xuān
避让	bì ràng
避让贤路	bì ràng xián lù
避讳	bì huì
避诎	bì qū
避诣	bì yì
避课	bì kè
避谗	bì chán
避谢	bì xiè
避谤	bì bàng
避谷	bì gǔ
避责台	bì zé tái
避贤	bì xián
避贤路	bì xián lù
避贤邮	bì xián yóu
避贤驿	bì xián yì
避贼	bì zéi
避走	bì zǒu
避趋	bì qū
避路	bì lù
避躲	bì duǒ
避辞	bì cí
避辟	bì pì
避迁	bì qiān
避远	bì yuǎn
避迹	bì jì
避迹藏时	bì jì cáng shí
避迹违心	bì jì wéi xīn
避退	bì tuì
避逃	bì táo
避逊	bì xùn
避逐	bì zhú
避道	bì dào
避邪	bì xié
避酒	bì jiǔ
避重就轻	bì zhòng jiù qīng
避重逐轻	bì zhòng zhú qīng
避锋	bì fēng
避闪	bì shǎn
避阱入坑	bì jǐng rù kéng
避险过当	bì xiǎn guò dāng
避隐	bì yǐn
避难	bì nàn
避难就易	bì nán jiù yì
避难趋易	bì nán qiù yì
避难逃灾	bì nàn táo zāi
避雠	bì chóu
避雨陵	bì yǔ líng
避雷器	bì léi qì
避雷针	bì léi zhēn
避青	bì qīng
避青骢	bì qīng cōng
避静	bì jìng
避面	bì miàn
避面尹邢	bì miàn yǐn xíng
避风	bì fēng
避风台	bì fēng tái
避风头	bì fēng tou
避风港	bì fēng gǎng
避风灯	bì fēng dēng
避马	bì mǎ
避骢	bì cōng
避骢马	bì cōng mǎ
邀丐	yāo gài
邀买	yāo mǎi
邀伏	yāo fú
邀会	yāo huì
邀伪	yāo wěi
邀候	yāo hòu
邀冀	yāo jì
邀准	yāo zhǔn
邀凉	yāo liáng
邀击	yāo jī
邀利	yāo lì
邀功	yāo gōng
邀功希宠	yāo gōng xī chǒng
邀功求赏	yāo gōng qiú shǎng
邀功讨好	yāo gōng tǎo hǎo
邀功请赏	yāo gōng qǐng shǎng
邀助	yāo zhù
邀劫	yāo jié
邀励	yāo lì
邀勋	yāo xūn
邀勒	yāo lēi
邀取	yāo qǔ
邀召	yāo zhào
邀同	yāo tóng
邀名	yāo míng
邀名射利	yāo míng shè lì
邀君	yāo jūn
邀呼	yāo hū
邀喝	yāo hē
邀夺	yāo duó
邀宠	yāo chǒng
邀害	yāo hài
邀宴	yāo yàn
邀宾	yāo bīn
邀射	yāo shè
邀屈	yāo qū
邀帖	yāo tiē
邀幸	yāo xìng
邀延	yāo yán
邀恩	yāo ēn
邀惠	yāo huì
邀截	yāo jié
邀挟	yāo xié
邀挽	yāo wǎn
邀接	yāo jiē
邀斫	yāo zhuó
邀断	yāo duàn
邀时	yāo shí
邀期	yāo qī
邀杀	yāo shā
邀欢	yāo huān
邀求	yāo qiú
邀沮	yāo jǔ
邀泽	yāo zé
邀留	yāo liú
邀福	yāo fú
邀竞	yāo jìng
邀笛步	yāo dí bù
邀索	yāo suǒ
邀约	yāo yuē
邀结	yāo jié
邀胁	yāo xié
邀致	yāo zhì
邀誉	yāo yù
邀讨	yāo tǎo
邀说	yāo shuō
邀请	yāo qǐng
邀请赛	yāo qǐng sài
邀赂	yāo lù
邀赏	yāo shǎng
邀蹑	yāo niè
邀辟	yāo pì
邀迎	yāo yíng
邀迓	yāo yà
邀逐	yāo zhú
邀速	yāo sù
邀遇	yāo yù
邀遏	yāo è
邀遮	yāo zhē
邀阻	yāo zǔ
邀险	yāo xiǎn
邀难	yāo nán
邀集	yāo jí
邀颉	yāo jié
邀饰	yāo shì
邀驾	yāo jià
邂觏	xiè gòu
邂逅	xiè hòu
邂逅不偶	xiè hòu bù ǒu
邂逅相逢	xiè hòu xiāng féng
邂逅相遇	xiè hòu xiāng yù
邂遘	xiè gòu
邃世	suì shì
邃业	suì yè
邃严	suì yán
邃丽	suì lì
邃义	suì yì
邃僻	suì pì
邃养	suì yǎng
邃冲	suì chōng
邃初	suì chū
邃匿	suì nì
邃博	suì bó
邃原	suì yuán
邃古	suì gǔ
邃奥	suì ào
邃学	suì xué
邃宇	suì yǔ
邃室	suì shì
邃寂	suì jì
邃密	suì mì
邃屋	suì wū
邃岸	suì àn
邃峻	suì jùn
邃幕	suì mù
邃幽	suì yōu
邃延	suì yán
邃情	suì qíng
邃房	suì fáng
邃旒	suì liú
邃旨	suì zhǐ
邃晓	suì xiǎo
邃曲	suì qū
邃林	suì lín
邃殿	suì diàn
邃深	suì shēn
邃清	suì qīng
邃炁	suì qì
邃理	suì lǐ
邃略	suì lüè
邃穆	suì mù
邃窃	suì qiè
邃竹	suì zhú
邃美	suì měi
邃茂	suì mào
邃薮	suì sǒu
邃袤	suì mào
邃谷	suì gǔ
邃路	suì lù
邃远	suì yuǎn
邃邈	suì miǎo
邃野	suì yě
邃闼	suì tà
邃阁	suì gé
邃险	suì xiǎn
邃雅	suì yǎ
邃馆	suì guǎn
邅危	zhān wēi
邅厄	zhān è
邅回	zhān huí
邅屯	zhān tún
邅徊	zhān huái
邅涂	zhān tú
邅漫	zhān màn
邅穷	zhān qióng
邅蹇	zhān jiǎn
邅迍	zhān zhūn
邅迹虎	zhān jì hǔ
邅途	zhān tú
邆睒	téng shǎn
邆赕	téng dǎn
邈世	miǎo shì
邈以山河	miǎo yǐ shān hé
邈俗	miǎo sú
邈古	miǎo gǔ
邈处欿视	miǎo chǔ jī shì
邈处歬视	miǎo chǔ jī shì
邈如	miǎo rú
邈如旷世	miǎo rú kuàng shì
邈廓	miǎo kuò
邈影	miǎo yǐng
邈志	miǎo zhì
邈思	miǎo sī
邈想	miǎo xiǎng
邈掠	miǎo lüè
邈散	miǎo sàn
邈殊	miǎo shū
邈永	miǎo yǒng
邈渺	miǎo miǎo
邈然	miǎo rán
邈玄	miǎo xuán
邈真	miǎo zhēn
邈絶	miǎo jué
邈绵	miǎo mián
邈羣	miǎo qún
邈若山河	miǎo ruò shān hé
邈若河山	miǎo ruò hé shān
邈若河汉	miǎo ruò hé hàn
邈蛮	miǎo mán
邈行	miǎo xíng
邈视	miǎo shì
邈踰	miǎo yú
邈远	miǎo yuǎn
邈邈	miǎo miǎo
邋级	lā jí
邋遢	lā tā
邋遢本	lā tā běn
邋邋	lā lā
邋邋遢遢	lā lā tā tā
邌旦	lí dàn
邌明	lí míng
邌曙	lí shǔ
邍湿	yuán shī
邍隰	yuán xí
邑业	yì yè
邑丞	yì chéng
邑中黔	yì zhōng qián
邑主	yì zhǔ
邑乘	yì chéng
邑人	yì rén
邑令	yì lìng
邑侯	yì hóu
邑借	yì jiè
邑僚	yì liáo
邑党	yì dǎng
邑入	yì rù
邑制	yì zhì
邑厅	yì tīng
邑厉	yì lì
邑号	yì hào
邑司	yì sī
邑叹	yì tàn
邑吏	yì lì
邑君	yì jūn
邑商	yì shāng
邑囚	yì qiú
邑国	yì guó
邑土	yì tǔ
邑城	yì chéng
邑墓	yì mù
邑士	yì shì
邑姻	yì yīn
邑子	yì zi
邑宇	yì yǔ
邑官	yì guān
邑客	yì kè
邑宰	yì zǎi
邑尉	yì wèi
邑居	yì jū
邑屋	yì wū
邑庙	yì miào
邑庠	yì xiáng
邑庭	yì tíng
邑廛	yì chán
邑志	yì zhì
邑怜	yì lián
邑悚	yì sǒng
邑户	yì hù
邑收	yì shōu
邑斗	yì dòu
邑族	yì zú
邑民	yì mín
邑然	yì rán
邑犬	yì quǎn
邑犬群吠	yì quǎn qún fèi
邑由	yì yóu
邑社	yì shè
邑租	yì zū
邑粟	yì sù
邑纠	yì jiū
邑绅	yì shēn
邑老	yì lǎo
邑聚	yì jù
邑膰	yì fán
邑菀	yì wǎn
邑落	yì luò
邑诵	yì sòng
邑豪	yì háo
邑赏	yì shǎng
邑邑	yì yì
邑邑不乐	yì yì bù lè
邑邻	yì lín
邑郛	yì fú
邑郭	yì guō
邑都	yì dōu
邑采	yì cǎi
邑里	yì lǐ
邑野	yì yě
邑金	yì jīn
邑钱	yì qián
邑长	yì zhǎng
邑门	yì mén
邑闬	yì hàn
邑闾	yì lǘ
邑颂	yì sòng
邑骇	yì hài
邓小平理论	dèng xiǎo píng lǐ lùn
邓林	dèng lín
邓艾吃	dèng ài chī
邕剧	yōng jù
邕容	yōng róng
邕文	yōng wén
邕溃	yōng kuì
邕滞	yōng zhì
邕熙	yōng xī
邕睦	yōng mù
邕穆	yōng mù
邕邕	yōng yōng
邗关	hán guān
邗城	hán chéng
邗水	hán shuǐ
邗江	hán jiāng
邗沟	hán gōu
邗溟	hán míng
邗溟沟	hán míng gōu
邙山	máng shān
邙风	máng fēng
邛乡蓌	qióng xiāng cuò
邛僰	qióng bó
邛关	qióng guān
邛崃	qióng lái
邛崃关	qióng lái guān
邛崃坂	qióng lái bǎn
邛巨	qióng jù
邛杖	qióng zhàng
邛枝	qióng zhī
邛竹	qióng zhú
邛竹山	qióng zhú shān
邛竹杖	qióng zhú zhàng
邛笮	qióng zé
邛笼	qióng lóng
邛筰	qióng zuó
邛节	qióng jié
邛莱	qióng lái
邛葛	qióng gé
邛蓌	qióng cuò
邛遇	qióng yù
邛邛	qióng qióng
邛邛岠虚	qióng qióng jù xū
邛邛距虚	qióng qióng jù xū
邛邮	qióng yóu
邛郲坂	qióng lái bǎn
邛都	qióng dōu
邢侗	xíng dòng
邢姨	xíng yí
邢尹	xíng yǐn
邢尹争	xíng yǐn zhēng
邢景	xíng jǐng
邢疏	xíng shū
那不勒斯	nà bù lè sī
那个	nà gè
那么	nà me
那么些	nà me xiē
那么点儿	nà me diǎn er
那么着	nà me zhāo
那些	nà xiē
那些个	nà xiē gè
那们	nà men
那会儿	nà huì er
那伽	nà gā
那伽花	nà gā huā
那何	nà hé
那借	nà jiè
那儿	nà ér
那凑	nà còu
那厢	nà xiāng
那可儿	nà kě ér
那叱	nà chì
那吗	nà ma
那呵滩	nà hē tān
那咤	nà zhà
那咱	nà zán
那咱晩	nà zán wǎn
那哼	nà hēng
那块	nà kuài
那坨儿里	nà tuó ér lǐ
那埚儿	nà guō ér
那埚儿里	nà guō ér lǐ
那堪	nà kān
那塌儿里	nà tā ér lǐ
那壁	nà bì
那壁厢	nà bì xiāng
那庚	nà gēng
那延	nà yán
那当儿	nà dāng ér
那得	nà dé
那必	nà bì
那懑	nà mèn
那拉氏	nà lā shì
那拨	nà bō
那捻	nà niǎn
那搭	nà dā
那搭儿里	nà dā ér lǐ
那搭里	nà dā lǐ
那摘	nà zhāi
那摩	nà mó
那摩温	nà mó wēn
那攒	nà zǎn
那早晩	nà zǎo wǎn
那昝	nà zǎn
那昝晩	nà zǎn wǎn
那末着	nà mò zhe
那查	nà chá
那样	nà yàng
那核婆果	nà hé pó guǒ
那榻	nà tà
那步	nà bù
那每	nà měi
那溜儿	nà liū ér
那点儿	nà diǎn ér
那烂陀	nà làn tuó
那烂陁	nà làn tuó
那父	nà fù
那用	nà yòng
那畔	nà pàn
那的	nà de
那看	nà kàn
那着	nà zhe
那移	nà yí
那程子	nà chéng zi
那空	nà kōng
那竖	nà shù
那等	nà děng
那答	nà dá
那罗陀	nà luó tuó
那能	nà néng
那般	nà bān
那莫温	nà mò wēn
那落迦	nà luò jiā
那融	nà róng
那行	nà xíng
那衍	nà yǎn
那言	nà yán
那许	nà xǔ
那话儿	nà huà ér
那谟	nà mó
那趱	nà zǎn
那踪	nà zōng
那达	nà dá
那达慕	nà dá mù
那里	nà lǐ
那里也	nà lǐ yě
那里放着	nà lǐ fàng zhe
那里每	nà lǐ měi
那门	nà mén
那阵儿	nà zhèn ér
那顷	nà qǐng
那须	nà xū
那颜	nà yán
那首	nà shǒu
那驼儿	nà tuó ér
邥垂	shěn chuí
邦乡	bāng xiāng
邦事	bāng shì
邦交	bāng jiāo
邦人	bāng rén
邦以民为本	bāng yǐ mín wéi běn
邦仪	bāng yí
邦伯	bāng bó
邦佐	bāng zuǒ
邦侯	bāng hóu
邦倗	bāng péng
邦储	bāng chǔ
邦党	bāng dǎng
邦典	bāng diǎn
邦县	bāng xiàn
邦后	bāng hòu
邦君	bāng jūn
邦哲	bāng zhé
邦器	bāng qì
邦国	bāng guó
邦国殄瘁	bāng guó tiǎn cuì
邦图	bāng tú
邦土	bāng tǔ
邦圻	bāng qí
邦域	bāng yù
邦埸	bāng yì
邦基	bāng jī
邦墓	bāng mù
邦壤	bāng rǎng
邦士	bāng shì
邦守	bāng shǒu
邦宝	bāng bǎo
邦客	bāng kè
邦宪	bāng xiàn
邦宰	bāng zǎi
邦家	bāng jiā
邦家之光	bāng jiā zhī guāng
邦寄	bāng jì
邦布	bāng bù
邦彝	bāng yí
邦彦	bāng yàn
邦懋	bāng mào
邦成	bāng chéng
邦政	bāng zhèng
邦教	bāng jiào
邦族	bāng zú
邦朋	bāng péng
邦本	bāng běn
邦杰	bāng jié
邦极	bāng jí
邦桀	bāng jié
邦桢	bāng zhēn
邦比	bāng bǐ
邦汋	bāng zhuó
邦治	bāng zhì
邦法	bāng fǎ
邦浦	bāng pǔ
邦灋	bāng fǎ
邦牧	bāng mù
邦理	bāng lǐ
邦瑞	bāng ruì
邦甸	bāng diān
邦略	bāng lüè
邦畿	bāng jī
邦瘁	bāng cuì
邦盗	bāng dào
邦硬	bāng yìng
邦礼	bāng lǐ
邦社	bāng shè
邦祀	bāng sì
邦祯	bāng zhēn
邦禁	bāng jìn
邦禄	bāng lù
邦符	bāng fú
邦籍	bāng jí
邦纪	bāng jì
邦组	bāng zǔ
邦经	bāng jīng
邦统	bāng tǒng
邦绩	bāng jì
邦翰	bāng hàn
邦老	bāng lǎo
邦联	bāng lián
邦良	bāng liáng
邦节	bāng jié
邦表	bāng biǎo
邦计	bāng jì
邦训	bāng xùn
邦论	bāng lùn
邦诬	bāng wū
邦谍	bāng dié
邦贯	bāng guàn
邦贼	bāng zéi
邦赋	bāng fù
邦选	bāng xuǎn
邦途	bāng tú
邦道	bāng dào
邦邑	bāng yì
邦都	bāng dōu
邦采	bāng cǎi
邦门	bāng mén
邦闾	bāng lǘ
邦颂	bāng sòng
邪不伐正	xié bù fá zhèng
邪不压正	xié bù yā zhèng
邪不干正	xié bù gān zhèng
邪不敌正	xié bù dí zhèng
邪不犯正	xié bù fàn zhèng
邪不胜正	xié bù shèng zhèng
邪丑	xié chǒu
邪世	xié shì
邪临	xié lín
邪主	xié zhǔ
邪乎	xié hū
邪书	xié shū
邪书僻传	xié shū pì zhuàn
邪乱	xié luàn
邪亘	xié gèn
邪交	xié jiāo
邪人	xié rén
邪传	xié chuán
邪伪	xié wěi
邪佚	xié yì
邪佞	xié nìng
邪侈	xié chǐ
邪俗	xié sú
邪倾	xié qīng
邪僻	xié pì
邪党	xié dǎng
邪剌骨	xié lá gǔ
邪却	xié què
邪叟	xié sǒu
邪吏	xié lì
邪味	xié wèi
邪呼	xié hū
邪哆	xié duō
邪哭	xié kū
邪地	xié dì
邪城	xié chéng
邪声	xié shēng
邪妄	xié wàng
邪媚	xié mèi
邪嬖	xié bì
邪子	xié zi
邪学	xié xué
邪孽	xié niè
邪宗	xié zōng
邪山	xié shān
邪嵬	xié wéi
邪巧	xié qiǎo
邪巾	xié jīn
邪师	xié shī
邪席	xié xí
邪幅	xié fú
邪幛	xié zhàng
邪幸	xié xìng
邪径	xié jìng
邪徒	xié tú
邪心	xié xīn
邪志	xié zhì
邪念	xié niàn
邪思	xié sī
邪性	xié xìng
邪怪	xié guài
邪恶	xié è
邪悖	xié bèi
邪意	xié yì
邪慝	xié tè
邪慢	xié màn
邪戞	xié jiá
邪戾	xié lì
邪指	xié zhǐ
邪挠	xié náo
邪放	xié fàng
邪政	xié zhèng
邪教	xié jiào
邪散	xié sàn
邪施	xié shī
邪昵	xié nì
邪曲	xié qū
邪木	xié mù
邪枉	xié wǎng
邪欲	xié yù
邪正	xié zhèng
邪歲	xié suì
邪民	xié mín
邪气	xié qì
邪污	xié wū
邪沴	xié lì
邪法	xié fǎ
邪津	xié jīn
邪派	xié pài
邪涎	xié xián
邪淫	xié yín
邪游	xié yóu
邪溪	xié xī
邪火	xié huǒ
邪炁	xié qì
邪燥	xié zào
邪物	xié wù
邪猾	xié huá
邪疫	xié yì
邪疾	xié jí
邪病	xié bìng
邪痴	xié chī
邪皮	xié pí
邪皮子	xié pí zi
邪眺	xié tiào
邪睇	xié dì
邪睨	xié nì
邪神	xié shén
邪神野鬼	xié shén yě guǐ
邪祟	xié suì
邪禽	xié qín
邪秽	xié huì
邪端	xié duān
邪絶	xié jué
邪网	xié wǎng
邪胎	xié tāi
邪膳	xié shàn
邪臣	xié chén
邪苏	xié sū
邪荡	xié dàng
邪萌	xié méng
邪蒿	xié hāo
邪薄	xié báo
邪虎	xié hǔ
邪虐	xié nüè
邪蠹	xié dù
邪行	xié xíng
邪见	xié jiàn
邪见幢	xié jiàn chuáng
邪见网	xié jiàn wǎng
邪视	xié shì
邪言	xié yán
邪謣	xié yú
邪讇	xié chǎn
邪计	xié jì
邪议	xié yì
邪许	xié xǔ
邪论	xié lùn
邪词	xié cí
邪诞	xié dàn
邪诡	xié guǐ
邪说	xié shuō
邪说异端	xié shuō yì duān
邪谀	xié yú
邪谄	xié chǎn
邪谋	xié móu
邪谗	xié chán
邪谟	xié mó
邪谲	xié jué
邪财	xié cái
邪货	xié huò
邪赢	xié yíng
邪足	xié zú
邪路	xié lù
邪路货	xié lù huò
邪蹊	xié qī
邪轷	xié hū
邪辙	xié zhé
邪辞	xié cí
邪辟	xié pì
邪逆	xié nì
邪途	xié tú
邪造	xié zào
邪遁	xié dùn
邪道	xié dào
邪锋	xié fēng
邪门	xié mén
邪门儿	xié mén ér
邪门歪道	xié mén wāi dào
邪阻	xié zǔ
邪陂	xié bēi
邪险	xié xiǎn
邪障	xié zhàng
邪隧	xié suì
邪靡	xié mí
邪音	xié yīn
邪领	xié lǐng
邪风	xié fēng
邪马台国	xié mǎ tái guó
邪鬼	xié guǐ
邪魅	xié mèi
邪魔	xié mó
邪魔外祟	xié mó wai suì
邪魔外道	xié mó wài dào
邪魔怪道	xié mó guài dào
邪魔歪道	xié mó wāi dào
邬壁	wū bì
邬落马	wū luò mǎ
邮书	yóu shū
邮亭	yóu tíng
邮亭醉尉	yóu tíng zuì wèi
邮件	yóu jiàn
邮传	yóu chuán
邮传部	yóu chuán bù
邮使	yóu shǐ
邮便	yóu biàn
邮便局	yóu biàn jú
邮候	yóu hòu
邮券	yóu quàn
邮务	yóu wù
邮务局	yóu wù jú
邮包	yóu bāo
邮司	yóu sī
邮吏	yóu lì
邮品	yóu pǐn
邮堠	yóu hòu
邮夫	yóu fū
邮子	yóu zi
邮寄	yóu jì
邮封	yóu fēng
邮局	yóu jú
邮展	yóu zhǎn
邮巡	yóu xún
邮差	yóu chāi
邮市	yóu shì
邮庭	yóu tíng
邮役	yóu yì
邮徽	yóu huī
邮戳	yóu chuō
邮折	yóu zhé
邮报	yóu bào
邮政	yóu zhèng
邮政储蓄	yóu zhèng chǔ xù
邮政局	yóu zhèng jú
邮政编码	yóu zhèng biān mǎ
邮检	yóu jiǎn
邮檄人	yóu xí rén
邮汇	yóu huì
邮片	yóu piàn
邮电	yóu diàn
邮电局	yóu diàn jú
邮电所	yóu diàn suǒ
邮票	yóu piào
邮票志号	yóu piào zhì hào
邮程	yóu chéng
邮符	yóu fú
邮笺	yóu jiān
邮筒	yóu tǒng
邮签	yóu qiān
邮简	yóu jiǎn
邮箱	yóu xiāng
邮籸	yóu shēn
邮编	yóu biān
邮罚	yóu fá
邮置	yóu zhì
邮舍	yóu shě
邮船	yóu chuán
邮花	yóu huā
邮表	yóu biǎo
邮袋	yóu dài
邮讯	yóu xùn
邮购	yóu gòu
邮费	yóu fèi
邮资	yóu zī
邮资信封	yóu zī xìn fēng
邮资凭证	yóu zī píng zhèng
邮资券	yóu zī quàn
邮资明信片	yóu zī míng xìn piàn
邮路	yóu lù
邮车	yóu chē
邮轮	yóu lún
邮迷	yóu mí
邮递	yóu dì
邮递员	yóu dì yuán
邮部	yóu bù
邮钞	yóu chāo
邮铃	yóu líng
邮集	yóu jí
邮飞	yóu fēi
邮馆	yóu guǎn
邮马	yóu mǎ
邮驿	yóu yì
邮骑	yóu qí
邯淡	hán dàn
邯郸	hán dān
邯郸伎	hán dān jì
邯郸匍匐	hán dān pú fú
邯郸学步	hán dān xué bù
邯郸市	hán dān shì
邯郸曲	hán dān qū
邯郸枕	hán dān zhěn
邯郸梦	hán dān mèng
邯郸步	hán dān bù
邯郸虱	hán dān shī
邯郸行	hán dān xíng
邯郸记	hán dān jì
邯郸路	hán dān lù
邯郸躧步	hán dān xǐ bù
邯郸道	hán dān dào
邯郸郭公	hán dān guō gōng
邯郸重步	hán dān zhóng bù
邯郸鸠	hán dān jiū
邰封	tái fēng
邱井	qiū jǐng
邱垤	qiū dié
邱墓	qiū mù
邱墟	qiū xū
邱壑	qiū hè
邱嫂	qiū sǎo
邱山	qiū shān
邱岳峰	qiū yuè fēng
邱明	qiū míng
邱樊	qiū fán
邱真人	qiū zhēn rén
邱索	qiū suǒ
邱虚	qiū xū
邱蚓	qiū yǐn
邱蟨	qiū jué
邱阜	qiū fù
邱阿	qiū ā
邱陵	qiū líng
邱隰	qiū xí
邳垠	pī yín
邳张	pī zhāng
邳桥	pī qiáo
邴生	bǐng shēng
邴管	bǐng guǎn
邴车	bǐng chē
邴邴	bǐng bǐng
邴郑	bǐng zhèng
邴魏	bǐng wèi
邵伯	shào bó
邵伯树	shào bó shù
邵侯	shào hóu
邵公纸	shào gōng zhǐ
邵圃	shào pǔ
邵平园	shào píng yuán
邵平瓜	shào píng guā
邵瓜	shào guā
邵阳市	shào yáng shì
邵飘萍	shào piāo píng
邶诗	bèi shī
邹书	zōu shū
邹城市	zōu chéng shì
邹夹	zōu jiā
邹子	zōu zi
邹子律	zōu zi lǜ
邹孟	zōu mèng
邹容	zōu róng
邹律	zōu lǜ
邹忌讽齐王纳谏	zōu jì fěng qí wáng nà jiàn
邹搜	zōu sōu
邹枚	zōu méi
邹查	zōu chá
邹氏律	zōu shì lǜ
邹生	zōu shēng
邹缨齐紫	zōu yīng qí zǐ
邹衍谈天	zōu yǎn tán tiān
邹谭	zōu tán
邹韬奋	zōu tāo fèn
邹马	zōu mǎ
邹鲁	zōu lǔ
邹鲁遗风	zōu lǔ yí fēng
邺下才	yè xià cái
邺中七子	yè zhōng qī zi
邺京	yè jīng
邺侯架	yè hóu jià
邺台	yè tái
邺宫	yè gōng
邺架之藏	yè jià zhī cáng
邺瓦	yè wǎ
邻亚	lín yà
邻交	lín jiāo
邻人	lín rén
邻人笛	lín rén dí
邻伍	lín wǔ
邻佑	lín yòu
邻侧	lín cè
邻保	lín bǎo
邻光	lín guāng
邻几	lín jǐ
邻和	lín hé
邻国	lín guó
邻国为壑	lín guó wèi hè
邻域	lín yù
邻境	lín jìng
邻壁	lín bì
邻女	lín nǚ
邻女投梭	lín nǚ tóu suō
邻女窥墙	lín nǚ kuī qiáng
邻女詈人	lín nǚ lì rén
邻好	lín hǎo
邻姻	lín yīn
邻宝	lín bǎo
邻家	lín jiā
邻家吹笛	lín jiā chuī dí
邻家笛	lín jiā dí
邻封	lín fēng
邻居	lín jū
邻并	lín bìng
邻接	lín jiē
邻敌	lín dí
邻曲	lín qū
邻村	lín cūn
邻杵	lín chǔ
邻母	lín mǔ
邻比	lín bǐ
邻火	lín huǒ
邻熟	lín shú
邻父之疑	lín fù zhī yí
邻甲	lín jiǎ
邻畺	lín jiāng
邻睦	lín mù
邻私	lín sī
邻笛	lín dí
邻篴	lín dí
邻老	lín lǎo
邻舍	lín shè
邻舍笛	lín shè dí
邻菌	lín jūn
邻藩	lín fān
邻虚	lín xū
邻角	lín jiǎo
邻近	lín jìn
邻近色	lín jìn sè
邻邦	lín bāng
邻邻	lín lín
邻里	lín lǐ
邻里乡党	lín lǐ xiāng dǎng
邻里罢社	lín lǐ bà shè
邻长	lín zhǎng
邻首	lín shǒu
邾莒	zhū jǔ
郁丛丛	yù cóng cóng
郁久闾	yù jiǔ lǘ
郁云	yù yún
郁人	yù rén
郁令	yù lìng
郁仪	yù yí
郁伊	yù yī
郁倔	yù jué
郁兴	yù xīng
郁养强孰	yù yǎng qiáng shú
郁冒	yù mào
郁冥	yù míng
郁刃	yù rèn
郁切	yù qiè
郁勃	yù bó
郁华	yù huá
郁吚	yù yī
郁咿	yù yī
郁噎	yù yē
郁垒	yù lěi
郁垒神荼	yù lěi shēn shū
郁垒符	yù lěi fú
郁堙	yù yīn
郁塞	yù sāi
郁壹	yù yī
郁多罗僧	yù duō luó sēng
郁夷	yù yí
郁孤	yù gū
郁孤台	yù gū tái
郁密	yù mì
郁尊	yù zūn
郁尼	yù ní
郁屈	yù qū
郁岛	yù dǎo
郁岪	yù fú
郁峨	yù é
郁峷	yù shēn
郁崫	yù kū
郁嵂	yù lǜ
郁废	yù fèi
郁弗	yù fú
郁弥	yù mí
郁律	yù lǜ
