# 《国际中文教育中文水平等级标准》1-9级
# 20210324-GF 0025-2021《国际中文教育中文水平等级标准》.pdf
# https://github.com/shawkynasr/HSK-official-Query-System
# https://github.com/dawei7/new_hsk_scraping
# https://pandarin.net/new-hsk/
# http://www.davidpetersson.com/hsk-the-complete-hanban-lists-with-english-definitions/
# https://github.com/gigacool/hanyu-shuiping-kaoshi/blob/master/hsk.csv
#
# 备注，主要区别：
# - 称1（chèn）/称2（chēng）
# - 面1（脸面，方面）/面2（面条，繁体“麵、麪”）
#
# 词语	词性	拼音	序号	级别

强迫	动	qiǎngpò	3838	五级
悄悄	副	qiāoqiāo	3839	五级
敲	动	qiāo	3840	五级
敲门		qiāo mén	3841	五级
瞧	动	qiáo	3842	五级
琴	名	qín	3843	五级
勤奋	形	qínfèn	3844	五级
青	形	qīng	3845	五级
清晨	名	qīngchén	3846	五级
清理	动	qīnglǐ	3847	五级
情节	名	qíngjié	3848	五级
情形	名	qíngxing	3849	五级
晴朗	形	qínglǎng	3850	五级
区域	名	qūyù	3851	五级
全都	副	quándōu	3852	五级
全世界		quán shìjiè	3853	五级
泉	名	quán	3854	五级
劝	动	quàn	3855	五级
缺乏	动	quēfá	3856	五级
确立	动	quèlì	3857	五级
群体	名	qúntǐ	3858	五级
群众	名	qúnzhòng	3859	五级
染	动	rǎn	3860	五级
绕	动	rào	3861	五级
热量	名	rèliàng	3862	五级
热门	名	rèmén	3863	五级
人间	名	rénjiān	3864	五级
人力	名	rénlì	3865	五级
人士	名	rénshì	3866	五级
人物	名	rénwù	3867	五级
忍	动	rěn	3868	五级
忍不住		rěn bu zhù	3869	五级
忍受	动	rěnshòu	3870	五级
认	动	rèn	3871	五级
认定	动	rèndìng	3872	五级
扔	动	rēng	3873	五级
仍旧	副	réngjiù	3874	五级
如此	代	rúcǐ	3875	五级
如同	动	rútóng	3876	五级
如下	动	rúxià	3877	五级
入门		rù∥mén	3878	五级
软	形	ruǎn	3879	五级
软件	名	ruǎnjiàn	3880	五级
洒	动	sǎ	3881	五级
散	动	sǎn	3882	五级
散文	名	sǎnwén	3883	五级
杀	动	shā	3884	五级
杀毒		shā∥dú	3885	五级
沙漠	名	shāmò	3886	五级
傻	形	shǎ	3887	五级
山区	名	shānqū	3888	五级
扇	动	shān	3889	五级
扇	量、名	shàn	3890	五级
扇子	名	shànzi	3891	五级
商标	名	shāngbiāo	3892	五级
上级	名	shàngjí	3893	五级
上下	名	shàngxià	3894	五级
上涨	动	shàngzhǎng	3895	五级
稍	副	shāo	3896	五级
稍微	副	shāowēi	3897	五级
蛇	名	shé	3898	五级
舍不得	动	shěbude	3899	五级
舍得	动	shěde	3900	五级
设想	动、名	shèxiǎng	3901	五级
社	名	shè	3902	五级
社区	名	shèqū	3903	五级
射	动	shè	3904	五级
射击	动、名	shèjī	3905	五级
摄像	动	shèxiàng	3906	五级
摄像机	名	shèxiàngjī	3907	五级
摄影	动	shèyǐng	3908	五级
摄影师	名	shèyǐngshī	3909	五级
伸	动	shēn	3910	五级
深处	名	shēnchù	3911	五级
深度	名	shēndù	3912	五级
神	名	shén	3913	五级
神经	名	shénjīng	3914	五级
神奇	形	shénqí	3915	五级
神情	名	shénqíng	3916	五级
升高		shēnggāo	3917	五级
生成	动	shēngchéng	3918	五级
声	名、量	shēng	3919	五级
胜负	名	shèngfù	3920	五级
剩	动	shèng	3921	五级
剩下		shèngxia	3922	五级
失误	动、名	shīwù	3923	五级
师傅	名	shīfu	3924	五级
诗歌	名	shīgē	3925	五级
十足	形	shízú	3926	五级
时常	副	shícháng	3927	五级
时光	名	shíguāng	3928	五级
时机	名	shíjī	3929	五级
时事	名	shíshì	3930	五级
实惠	形、名	shíhuì	3931	五级
拾	动	shí	3932	五级
使得	动	shǐde	3933	五级
示范	动	shìfàn	3934	五级
式	名	shì	3935	五级
势力	名	shìlì	3936	五级
试图	动	shìtú	3937	五级
视频	名	shìpín	3938	五级
视为		shìwéi	3939	五级
收购	动	shōugòu	3940	五级
收集	动	shōují	3941	五级
收拾	动	shōushi	3942	五级
手段	名	shǒuduàn	3943	五级
手法	名	shǒufǎ	3944	五级
寿司	名	shòusī	3945	五级
受灾		shòu∥zāi	3946	五级
瘦	形	shòu	3947	五级
书法	名	shūfǎ	3948	五级
书柜	名	shūguì	3949	五级
书桌	名	shūzhuō	3950	五级
输出	动	shūchū	3951	五级
蔬菜	名	shūcài	3952	五级
熟悉	动	shúxi	3953	五级
鼠	名	shǔ	3954	五级
鼠标	名	shǔbiāo	3955	五级
数目	名	shùmù	3956	五级
摔	动	shuāi	3957	五级
摔倒		shuāidǎo	3958	五级
率领	动	shuàilǐng	3959	五级
双手		shuāng shǒu	3960	五级
水产品	名	shuǐchǎnpǐn	3961	五级
水分	名	shuǐfèn	3962	五级
水库	名	shuǐkù	3963	五级
水灾	名	shuǐzāi	3964	五级
睡眠	名	shuìmián	3965	五级
说法	名	shuō·fǎ	3966	五级
硕士	名	shuòshì	3967	五级
私人	名	sīrén	3968	五级
思维	名	sīwéi	3969	五级
四周	名	sìzhōu	3970	五级
搜	动	sōu	3971	五级
搜索	动	sōusuǒ	3972	五级
宿舍	名	sùshè	3973	五级
酸甜苦辣		suān-tián-kǔ-là	3974	五级
随后	副	suíhòu	3975	五级
随意		suí∥yì	3976	五级
随着	介	suízhe	3977	五级
岁月	名	suìyuè	3978	五级
碎	形	suì	3979	五级
损害	动	sǔnhài	3980	五级
损失	动、名	sǔnshī	3981	五级
所在	名	suǒzài	3982	五级
锁	名、动	suǒ	3983	五级
台风	名	táifēng	3984	五级
抬	动	tái	3985	五级
抬头		tái∥tóu	3986	五级
太空	名	tàikōng	3987	五级
弹	动	tán	3988	五级
逃	动	táo	3989	五级
逃跑	动	táopǎo	3990	五级
逃走	动	táozǒu	3991	五级
桃	名	táo	3992	五级
桃花	名	táohuā	3993	五级
桃树	名	táoshù	3994	五级
讨厌		tǎo∥yàn	3995	五级
特定	形	tèdìng	3996	五级
特性	名	tèxìng	3997	五级
特有	形	tèyǒu	3998	五级
提倡	动	tíchàng	3999	五级
提起	动	tíqǐ	4000	五级
提示	动	tíshì	4001	五级
题材	名	tícái	4002	五级
体积	名	tǐjī	4003	五级
体力	名	tǐlì	4004	五级
天才	名	tiāncái	4005	五级
天然气	名	tiānránqì	4006	五级
天文	名	tiānwén	4007	五级
调节	动	tiáojié	4008	五级
调解	动	tiáojiě	4009	五级
厅	名	tīng	4010	五级
停留	动	tíngliú	4011	五级
通用	动	tōngyòng	4012	五级
偷	动、副	tōu	4013	五级
偷偷	副	tōutōu	4014	五级
突破	动、名	tūpò	4015	五级
土豆	名	tǔdòu	4016	五级
吐	动	tǔ	4017	五级
吐	动	tù	4018	五级
兔	名	tù	4019	五级
团长	名	tuánzhǎng	4020	五级
推行	动	tuīxíng	4021	五级
脱离	动	tuōlí	4022	五级
外界	名	wàijiè	4023	五级
完了	连	wánle	4024	五级
微博	名	wēibó	4025	五级
为难	形、动	wéinán	4026	五级
为期	动	wéiqī	4027	五级
为止	动	wéizhǐ	4028	五级
为主	动	wéizhǔ	4029	五级
违法		wéi∥fǎ	4030	五级
违反	动	wéifǎn	4031	五级
违规		wéi∥guī	4032	五级
围绕	动	wéirào	4033	五级
唯一	形	wéiyī	4034	五级
委托	动	wěituō	4035	五级
卫星	名	wèixīng	4036	五级
胃	名	wèi	4037	五级
慰问	动	wèiwèn	4038	五级
温和	形	wēnhé	4039	五级
文艺	名	wényì	4040	五级
卧室	名	wòshì	4041	五级
握	动	wò	4042	五级
污染	动	wūrǎn	4043	五级
污水	名	wūshuǐ	4044	五级
屋	名	wū	4045	五级
无奈	动、连	wúnài	4046	五级
无疑	动	wúyí	4047	五级
舞	名、动	wǔ	4048	五级
物价	名	wùjià	4049	五级
物业	名	wùyè	4050	五级
物质	名	wùzhì	4051	五级
误解	动、名	wùjiě	4052	五级
西红柿	名	xīhóngshì	4053	五级
西装	名	xīzhuāng	4054	五级
喜剧	名	xǐjù	4055	五级
戏	名	xì	4056	五级
戏剧	名	xìjù	4057	五级
吓	动	xià	4058	五级
先后	名、副	xiānhòu	4059	五级
先前	名	xiānqián	4060	五级
鲜艳	形	xiānyàn	4061	五级
闲	形	xián	4062	五级
显	动	xiǎn	4063	五级
现有		xiànyǒu	4064	五级
现状	名	xiànzhuàng	4065	五级
线索	名	xiànsuǒ	4066	五级
献	动	xiàn	4067	五级
乡	名	xiāng	4068	五级
乡村	名	xiāngcūn	4069	五级
相等	动	xiāngděng	4070	五级
相应	动	xiāngyìng	4071	五级
香肠	名	xiāngcháng	4072	五级
详细	形	xiángxì	4073	五级
享受	动、名	xiǎngshòu	4074	五级
向导	名	xiàngdǎo	4075	五级
向前		xiàng qián	4076	五级
向上	动	xiàngshàng	4077	五级
相声	名	xiàngsheng	4078	五级
象征	动、名	xiàngzhēng	4079	五级
消除	动	xiāochú	4080	五级
消毒		xiāo∥dú	4081	五级
消防	动	xiāofáng	4082	五级
消费者	名	xiāofèizhě	4083	五级
消极	形	xiāojí	4084	五级
小偷儿	名	xiǎotōur	4085	五级
歇	动	xiē	4086	五级
协议	动、名	xiéyì	4087	五级
协议书	名	xiéyìshū	4088	五级
斜	形	xié	4089	五级
心态	名	xīntài	4090	五级
心疼	动	xīnténg	4091	五级
辛苦	形、动	xīnkǔ	4092	五级
欣赏	动	xīnshǎng	4093	五级
信念	名	xìnniàn	4094	五级
信箱	名	xìnxiāng	4095	五级
行驶	动	xíngshǐ	4096	五级
形态	名	xíngtài	4097	五级
性能	名	xìngnéng	4098	五级
雄伟	形	xióngwěi	4099	五级
熊	名	xióng	4100	五级
休闲	动	xiūxián	4101	五级
修复	动	xiūfù	4102	五级
修建	动	xiūjiàn	4103	五级
修养	名	xiūyǎng	4104	五级
虚心	形	xūxīn	4105	五级
许可	动	xǔkě	4106	五级
选修	动	xuǎnxiū	4107	五级
学科	名	xuékē	4108	五级
学位	名	xuéwèi	4109	五级
学者	名	xuézhě	4110	五级
寻求	动	xúnqiú	4111	五级
询问	动	xúnwèn	4112	五级
押金	名	yājīn	4113	五级
鸭子	名	yāzi	4114	五级
亚军	名	yàjūn	4115	五级
延伸	动	yánshēn	4116	五级
严厉	形	yánlì	4117	五级
严肃	形、动	yánsù	4118	五级
言语	名	yányǔ	4119	五级
研究所	名	yánjiūsuǒ	4120	五级
眼光	名	yǎnguāng	4121	五级
邀请	动、名	yāoqǐng	4122	五级
摇头		yáo∥tóu	4123	五级
咬	动	yǎo	4124	五级
也好	助	yěhǎo	4125	五级
业务	名	yèwù	4126	五级
夜间	名	yèjiān	4127	五级
一流	名、形	yīliú	4128	五级
依法	副	yīfǎ	4129	五级
依旧	动、副	yījiù	4130	五级
依据	动、名	yījù	4131	五级
依照	动、介	yīzhào	4132	五级
一辈子	名	yíbèizi	4133	五级
一带	名	yídài	4134	五级
一旦	名、副	yídàn	4135	五级
一句话		yí jù huà	4136	五级
一路	名、副	yílù	4137	五级
一下儿	副	yíxiàr	4138	五级
一下子	副	yíxiàzi	4139	五级
一向	副	yíxiàng	4140	五级
乙	名	yǐ	4141	五级
以便	连	yǐbiàn	4142	五级
以往	名	yǐwǎng	4143	五级
一口气	副	yìkǒuqì	4144	五级
一身	名	yìshēn	4145	五级
意识	名、动	yì·shí	4146	五级
意味着	动	yìwèizhe	4147	五级
意志	名	yìzhì	4148	五级
因而	连	yīn’ér	4149	五级
饮料	名	yǐnliào	4150	五级
饮食	名	yǐnshí	4151	五级
印刷	动	yìnshuā	4152	五级
应	动	yìng	4153	五级
硬	形、副	yìng	4154	五级
硬件	名	yìngjiàn	4155	五级
拥抱	动	yōngbào	4156	五级
拥有	动	yōngyǒu	4157	五级
用不着	动	yòngbuzháo	4158	五级
用户	名	yònghù	4159	五级
用来		yònglái	4160	五级
用于		yòngyú	4161	五级
优惠	形	yōuhuì	4162	五级
优先	动	yōuxiān	4163	五级
幽默	形	yōumò	4164	五级
尤其	副	yóuqí	4165	五级
由此		yóu cǐ	4166	五级
犹豫	形	yóuyù	4167	五级
游泳池	名	yóuyǒngchí	4168	五级
友谊	名	yǒuyì	4169	五级
有毒		yǒu dú	4170	五级
有害		yǒu hài	4171	五级
有力	形	yǒulì	4172	五级
有利于		yǒulì yú	4173	五级
有着	动	yǒuzhe	4174	五级
羽毛球	名	yǔmáoqiú	4175	五级
羽绒服	名	yǔróngfú	4176	五级
雨水	名	yǔshuǐ	4177	五级
预备	动	yùbèi	4178	五级
预期	动	yùqī	4179	五级
元旦	名	Yuándàn	4180	五级
园林	名	yuánlín	4181	五级
原理	名	yuánlǐ	4182	五级
原始	形	yuánshǐ	4183	五级
原先	名	yuánxiān	4184	五级
原有		yuányǒu	4185	五级
远处	名	yuǎnchù	4186	五级
怨	动	yuàn	4187	五级
愿	动	yuàn	4188	五级
约束	动	yuēshù	4189	五级
月饼	名	yuèbing	4190	五级
月球	名	yuèqiú	4191	五级
阅览室	名	yuèlǎnshì	4192	五级
运	动	yùn	4193	五级
运行	动	yùnxíng	4194	五级
灾	名	zāi	4195	五级
灾害	名	zāihài	4196	五级
灾难	名	zāinàn	4197	五级
灾区	名	zāiqū	4198	五级
再次	副	zàicì	4199	五级
再也		zài yě	4200	五级
在场	动	zàichǎng	4201	五级
在内	动	zàinèi	4202	五级
暂时	形	zànshí	4203	五级
暂停	动	zàntíng	4204	五级
糟	形	zāo	4205	五级
糟糕	形	zāogāo	4206	五级
早期	名	zǎoqī	4207	五级
增	动	zēng	4208	五级
增产		zēng∥chǎn	4209	五级
增大	动	zēngdà	4210	五级
增多	动	zēngduō	4211	五级
增强	动	zēngqiáng	4212	五级
赠	动	zèng	4213	五级
赠送	动	zèngsòng	4214	五级
摘	动	zhāi	4215	五级
展览	动、名	zhǎnlǎn	4216	五级
展示	动	zhǎnshì	4217	五级
展现	动	zhǎnxiàn	4218	五级
占领	动	zhànlǐng	4219	五级
占有	动	zhànyǒu	4220	五级
涨	动	zhǎng	4221	五级
涨价		zhǎng∥jià	4222	五级
掌握	动	zhǎngwò	4223	五级
招生		zhāo∥shēng	4224	五级
招手		zhāo∥shǒu	4225	五级
珍贵	形	zhēnguì	4226	五级
珍惜	动	zhēnxī	4227	五级
珍珠	名	zhēnzhū	4228	五级
真诚	形	zhēnchéng	4229	五级
真理	名	zhēnlǐ	4230	五级
真相	名	zhēnxiàng	4231	五级
诊断	动	zhěnduàn	4232	五级
振动	动	zhèndòng	4233	五级
震惊	形、动	zhènjīng	4234	五级
争议	动	zhēngyì	4235	五级
正版	名	zhèngbǎn	4236	五级
正规	形	zhèngguī	4237	五级
正如	动	zhèngrú	4238	五级
正义	名、形	zhèngyì	4239	五级
证实	动	zhèngshí	4240	五级
证书	名	zhèngshū	4241	五级
挣	动	zhèng	4242	五级
挣钱		zhèng∥qián	4243	五级
之内	名	zhīnèi	4244	五级
之外	名	zhīwài	4245	五级
之下	名	zhīxià	4246	五级
之中	名	zhīzhōng	4247	五级
支出	动、名	zhīchū	4248	五级
支配	动	zhīpèi	4249	五级
执行	动	zhíxíng	4250	五级
直线	名、形	zhíxiàn	4251	五级
值班		zhí∥bān	4252	五级
职能	名	zhínéng	4253	五级
职位	名	zhíwèi	4254	五级
职务	名	zhíwù	4255	五级
只不过	副	zhǐbúguò	4256	五级
只见		zhǐ jiàn	4257	五级
指标	名	zhǐbiāo	4258	五级
指甲	名	zhǐjia	4259	五级
指示	名、动	zhǐshì	4260	五级
指责	动	zhǐzé	4261	五级
至	动	zhì	4262	五级
制成		zhìchéng	4263	五级
制约	动	zhìyuē	4264	五级
治安	名	zhì’ān	4265	五级
治理	动	zhìlǐ	4266	五级
中断	动	zhōngduàn	4267	五级
中秋节	名	Zhōngqiū Jié	4268	五级
中央	名	zhōngyāng	4269	五级
中药	名	zhōngyào	4270	五级
终点	名	zhōngdiǎn	4271	五级
终身	名	zhōngshēn	4272	五级
终止	动	zhōngzhǐ	4273	五级
中毒		zhòng∥dú	4274	五级
众多	形	zhòngduō	4275	五级
周期	名	zhōuqī	4276	五级
竹子	名	zhúzi	4277	五级
主办	动	zhǔbàn	4278	五级
主导	动、名	zhǔdǎo	4279	五级
主观	形	zhǔguān	4280	五级
主管	动、名	zhǔguǎn	4281	五级
主体	名	zhǔtǐ	4282	五级
助理	名	zhùlǐ	4283	五级
助手	名	zhùshǒu	4284	五级
注册		zhù∥cè	4285	五级
注射	动	zhùshè	4286	五级
注视	动	zhùshì	4287	五级
注重	动	zhùzhòng	4288	五级
祝贺	动	zhùhè	4289	五级
专辑	名	zhuānjí	4290	五级
专利	名	zhuānlì	4291	五级
转化	动	zhuǎnhuà	4292	五级
转换	动	zhuǎnhuàn	4293	五级
转让	动	zhuǎnràng	4294	五级
转向	动	zhuǎnxiàng	4295	五级
装饰	动、名	zhuāngshì	4296	五级
撞	动	zhuàng	4297	五级
资本	名	zīběn	4298	五级
资产	名	zīchǎn	4299	五级
资助	动	zīzhù	4300	五级
子弹	名	zǐdàn	4301	五级
仔细	形	zǐxì	4302	五级
紫	形	zǐ	4303	五级
自豪	形	zìháo	4304	五级
自杀	动	zìshā	4305	五级
自愿	动	zìyuàn	4306	五级
总裁	名	zǒngcái	4307	五级
总数	名	zǒngshù	4308	五级
总算	副	zǒngsuàn	4309	五级
总体	名	zǒngtǐ	4310	五级
阻碍	动、名	zǔ’ài	4311	五级
组织	动、名	zǔzhī	4312	五级
醉	动	zuì	4313	五级
尊敬	动、形	zūnjìng	4314	五级
尊重	动	zūnzhòng	4315	五级
遵守	动	zūnshǒu	4316	五级
挨着		āizhe	4317	六级
挨	动	ái	4318	六级
挨打	动	áidǎ	4319	六级
安检	动	ānjiǎn	4320	六级
罢工		bà∥gōng	4321	六级
罢了	助	bàle	4322	六级
白领	名	báilǐng	4323	六级
百分点	名	bǎifēndiǎn	4324	六级
办公		bàn∥gōng	4325	六级
办事处	名	bànshìchù	4326	六级
办学	动	bànxué	4327	六级
半决赛	名	bànjuésài	4328	六级
傍晚	名	bàngwǎn	4329	六级
保健	动	bǎojiàn	4330	六级
报刊	名	bàokān	4331	六级
报考	动	bàokǎo	4332	六级
抱歉	形	bàoqiàn	4333	六级
暴风雨	名	bàofēngyǔ	4334	六级
暴力	名	bàolì	4335	六级
暴露	动	bàolù	4336	六级
暴雨	名	bàoyǔ	4337	六级
爆	动	bào	4338	六级
爆发	动	bàofā	4339	六级
爆炸	动	bàozhà	4340	六级
悲惨	形	bēicǎn	4341	六级
背心	名	bèixīn	4342	六级
背着		bèizhe	4343	六级
被告	名	bèigào	4344	六级
奔跑	动	bēnpǎo	4345	六级
本	代、副	běn	4346	六级
本地	名	běndì	4347	六级
本期		běn qī	4348	六级
本身	代	běnshēn	4349	六级
本土	名	běntǔ	4350	六级
本质	名	běnzhì	4351	六级
逼	动	bī	4352	六级
笔试	动	bǐshì	4353	六级
必将	副	bìjiāng	4354	六级
必修	形	bìxiū	4355	六级
闭	动	bì	4356	六级
边缘	名	biānyuán	4357	六级
编制	动	biānzhì	4358	六级
扁	形	biǎn	4359	六级
变更	动	biàngēng	4360	六级
变换	动	biànhuàn	4361	六级
变形		biàn∥xíng	4362	六级
便	副、连	biàn	4363	六级
便是		biàn shì	4364	六级
遍地	副	biàndì	4365	六级
表面上		biǎomiàn shang	4366	六级
病房	名	bìngfáng	4367	六级
病情	名	bìngqíng	4368	六级
拨打	动	bōdǎ	4369	六级
波动	动	bōdòng	4370	六级
波浪	名	bōlàng	4371	六级
播	动	bō	4372	六级
不便	形、动	búbiàn	4373	六级
不见	动	bújiàn	4374	六级
不料	连	búliào	4375	六级
不再	动	búzài	4376	六级
不至于	动	búzhìyú	4377	六级
补考	动	bǔkǎo	4378	六级
补课		bǔ∥kè	4379	六级
补习	动	bǔxí	4380	六级
补助	动、名	bǔzhù	4381	六级
捕	动	bǔ	4382	六级
不成	动、形	bùchéng	4383	六级
不禁	副	bùjīn	4384	六级
不仅仅		bù jǐnjǐn	4385	六级
不通	动	bùtōng	4386	六级
不怎么	副	bùzěnme	4387	六级
不怎么样		bùzěnmeyàng	4388	六级
不值	动	bùzhí	4389	六级
布满		bùmǎn	4390	六级
部队	名	bùduì	4391	六级
采纳	动	cǎinà	4392	六级
踩	动	cǎi	4393	六级
参赛	动	cānsài	4394	六级
参展	动	cānzhǎn	4395	六级
餐	量	cān	4396	六级
残疾	名	cán·jí	4397	六级
残疾人	名	cán·jírén	4398	六级
残酷	形	cánkù	4399	六级
惨	形	cǎn	4400	六级
仓库	名	cāngkù	4401	六级
藏	动	cáng	4402	六级
操纵	动	cāozòng	4403	六级
厕所	名	cèsuǒ	4404	六级
侧	名、动	cè	4405	六级
测定	动	cèdìng	4406	六级
策划	动	cèhuà	4407	六级
策略	名	cèlüè	4408	六级
层面	名	céngmiàn	4409	六级
差异	名	chāyì	4410	六级
查出		cháchū	4411	六级
查看	动	chákàn	4412	六级
拆迁	动	chāiqiān	4413	六级
产量	名	chǎnliàng	4414	六级
昌盛	形	chāngshèng	4415	六级
长短	名	chángduǎn	4416	六级
长假	名	chángjià	4417	六级
长久	形	chángjiǔ	4418	六级
长跑	名	chángpǎo	4419	六级
长远	形	chángyuǎn	4420	六级
常规	名	chángguī	4421	六级
常年	副、名	chángnián	4422	六级
厂商	名	chǎngshāng	4423	六级
场地	名	chǎngdì	4424	六级
场馆	名	chǎngguǎn	4425	六级
场景	名	chǎngjǐng	4426	六级
畅通	形	chàngtōng	4427	六级
超	动	chāo	4428	六级
超出	动	chāochū	4429	六级
炒	动	chǎo	4430	六级
炒股		chǎo∥gǔ	4431	六级
炒作	动	chǎozuò	4432	六级
车号	名	chēhào	4433	六级
车牌	名	chēpái	4434	六级
车展	名	chēzhǎn	4435	六级
撤离	动	chèlí	4436	六级
撤销	动	chèxiāo	4437	六级
撑	动	chēng	4438	六级
成	量	chéng	4439	六级
成分	名	chéngfèn	4440	六级
成品	名	chéngpǐn	4441	六级
承诺	动	chéngnuò	4442	六级
城区	名	chéngqū	4443	六级
城乡		chéng xiāng	4444	六级
城镇	名	chéngzhèn	4445	六级
持有	动	chíyǒu	4446	六级
冲击	动、名	chōngjī	4447	六级
重建	动	chóngjiàn	4448	六级
重组	动	chóngzǔ	4449	六级
崇拜	动	chóngbài	4450	六级
宠物	名	chǒngwù	4451	六级
冲	介、动	chòng	4452	六级
出场		chū∥chǎng	4453	六级
出动	动	chūdòng	4454	六级
出访	动	chūfǎng	4455	六级
出路	名	chūlù	4456	六级
出面		chū∥miàn	4457	六级
出名		chū∥míng	4458	六级
出入	动、名	chūrù	4459	六级
出事		chū∥shì	4460	六级
出台		chū∥tái	4461	六级
出行	动	chūxíng	4462	六级
初等	形	chūděng	4463	六级
除	介、动	chú	4464	六级
厨师	名	chúshī	4465	六级
储存	动	chǔcún	4466	六级
处处	副	chùchù	4467	六级
